test,cluster genes,cluster gene ids,variable factors,gsea preranked pval,gsea contrast pval,bootstrapping pval,ora pval
cluster_29_UP - gender/F,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,2,-,-,,0.8742048033873131
cluster_29_UP - gender/M,8,ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737,2,-,-,,0.2835924028603491
cluster_30_UP - gender/F,4,ENSG00000214401|KANSL1-AS1 ENSG00000238083|LRRC37A2 ENSG00000246228|CASC8 ENSG00000285668|ENSG00000285668,2,-,-,,0.9677227556326288
cluster_30_UP - gender/M,4,ENSG00000214401|KANSL1-AS1 ENSG00000238083|LRRC37A2 ENSG00000246228|CASC8 ENSG00000285668|ENSG00000285668,2,-,-,,0.1087699242874778
cluster_31_UP - gender/F,45,ENSG00000008382|MPND ENSG00000053371|AKR7A2 ENSG00000079462|PAFAH1B3 ENSG00000095380|NANS ENSG00000099203|TMED1 ENSG00000100448|CTSG ENSG00000101940|WDR13 ENSG00000103152|MPG ENSG00000103671|TRIP4 ENSG00000104976|SNAPC2 ENSG00000108010|GLRX3 ENSG00000108950|FAM20A ENSG00000111843|TMEM14C ENSG00000131966|ACTR10 ENSG00000132004|FBXW9 ENSG00000137074|APTX ENSG00000137767|SQOR ENSG00000138085|ATRAID ENSG00000140365|COMMD4 ENSG00000142552|RCN3 ENSG00000155115|GTF3C6 ENSG00000155957|TMBIM4 ENSG00000158019|BABAM2 ENSG00000160087|UBE2J2 ENSG00000160446|ZDHHC12 ENSG00000167065|DUSP18 ENSG00000168701|TMEM208 ENSG00000168894|RNF181 ENSG00000176108|CHMP6 ENSG00000177370|TIMM22 ENSG00000178952|TUFM ENSG00000179922|ZNF784 ENSG00000180992|MRPL14 ENSG00000185808|PIGP ENSG00000186577|SMIM29 ENSG00000214941|ZSWIM7 ENSG00000236753|MKLN1-AS ENSG00000239697|TNFSF12 ENSG00000241112|RPL29P14 ENSG00000243449|C4orf48 ENSG00000248712|CCDC153 ENSG00000250318|ENSG00000250318 ENSG00000272086|GOLPH3-DT ENSG00000286873|ENSG00000286873 ENSG00000289390|ENSG00000289390,2,-,-,,0.8083630057990734
cluster_31_UP - gender/M,45,ENSG00000008382|MPND ENSG00000053371|AKR7A2 ENSG00000079462|PAFAH1B3 ENSG00000095380|NANS ENSG00000099203|TMED1 ENSG00000100448|CTSG ENSG00000101940|WDR13 ENSG00000103152|MPG ENSG00000103671|TRIP4 ENSG00000104976|SNAPC2 ENSG00000108010|GLRX3 ENSG00000108950|FAM20A ENSG00000111843|TMEM14C ENSG00000131966|ACTR10 ENSG00000132004|FBXW9 ENSG00000137074|APTX ENSG00000137767|SQOR ENSG00000138085|ATRAID ENSG00000140365|COMMD4 ENSG00000142552|RCN3 ENSG00000155115|GTF3C6 ENSG00000155957|TMBIM4 ENSG00000158019|BABAM2 ENSG00000160087|UBE2J2 ENSG00000160446|ZDHHC12 ENSG00000167065|DUSP18 ENSG00000168701|TMEM208 ENSG00000168894|RNF181 ENSG00000176108|CHMP6 ENSG00000177370|TIMM22 ENSG00000178952|TUFM ENSG00000179922|ZNF784 ENSG00000180992|MRPL14 ENSG00000185808|PIGP ENSG00000186577|SMIM29 ENSG00000214941|ZSWIM7 ENSG00000236753|MKLN1-AS ENSG00000239697|TNFSF12 ENSG00000241112|RPL29P14 ENSG00000243449|C4orf48 ENSG00000248712|CCDC153 ENSG00000250318|ENSG00000250318 ENSG00000272086|GOLPH3-DT ENSG00000286873|ENSG00000286873 ENSG00000289390|ENSG00000289390,2,-,-,,0.39010014483397626
cluster_32_DOWN - gender/F,3,ENSG00000157895|C12orf43 ENSG00000174109|C16orf91 ENSG00000233622|CYP2T1P,2,-,-,,0.40478065725855344
cluster_32_DOWN - gender/M,3,ENSG00000157895|C12orf43 ENSG00000174109|C16orf91 ENSG00000233622|CYP2T1P,2,-,-,,0.7921502561385287
cluster_33_UP - gender/F,2,ENSG00000073536|NLE1 ENSG00000289810|ENSG00000289810,2,-,-,,0.777666058596112
cluster_33_UP - gender/M,2,ENSG00000073536|NLE1 ENSG00000289810|ENSG00000289810,2,-,-,,0.4274453613509479
cluster_34_UP - gender/F,2,ENSG00000068615|REEP1 ENSG00000165716|DIPK1B,2,-,-,,0.8492195190913526
cluster_34_UP - gender/M,2,ENSG00000068615|REEP1 ENSG00000165716|DIPK1B,2,-,-,,0.36238313044047954
cluster_35_UP - gender/F,4,ENSG00000133812|SBF2 ENSG00000171365|CLCN5 ENSG00000179104|TMTC2 ENSG00000290385|ENSG00000290385,2,-,-,,0.5360679328566085
cluster_35_UP - gender/M,4,ENSG00000133812|SBF2 ENSG00000171365|CLCN5 ENSG00000179104|TMTC2 ENSG00000290385|ENSG00000290385,2,-,-,,0.6854793447151091
cluster_36_UP - gender/F,5,ENSG00000030110|BAK1 ENSG00000114125|RNF7 ENSG00000126698|DNAJC8 ENSG00000165916|PSMC3 ENSG00000188000|OR7D2,2,-,-,,0.5511965682492224
cluster_36_UP - gender/M,5,ENSG00000030110|BAK1 ENSG00000114125|RNF7 ENSG00000126698|DNAJC8 ENSG00000165916|PSMC3 ENSG00000188000|OR7D2,2,-,-,,0.6853221511263291
cluster_37_UP - gender/F,5,ENSG00000007350|TKTL1 ENSG00000146197|SCUBE3 ENSG00000167914|GSDMA ENSG00000275302|CCL4 ENSG00000275743|TRBV14,2,-,-,,0.49929298268798744
cluster_37_UP - gender/M,5,ENSG00000007350|TKTL1 ENSG00000146197|SCUBE3 ENSG00000167914|GSDMA ENSG00000275302|CCL4 ENSG00000275743|TRBV14,2,-,-,,0.8065349544072948
cluster_38_DOWN - gender/F,12,ENSG00000023041|ZDHHC6 ENSG00000110344|UBE4A ENSG00000112624|BICRAL ENSG00000116525|TRIM62 ENSG00000116698|SMG7 ENSG00000134283|PPHLN1 ENSG00000137642|SORL1 ENSG00000144028|SNRNP200 ENSG00000148700|ADD3 ENSG00000152601|MBNL1 ENSG00000174231|PRPF8 ENSG00000266094|RASSF5,2,-,-,,0.6645011372460099
cluster_38_DOWN - gender/M,12,ENSG00000023041|ZDHHC6 ENSG00000110344|UBE4A ENSG00000112624|BICRAL ENSG00000116525|TRIM62 ENSG00000116698|SMG7 ENSG00000134283|PPHLN1 ENSG00000137642|SORL1 ENSG00000144028|SNRNP200 ENSG00000148700|ADD3 ENSG00000152601|MBNL1 ENSG00000174231|PRPF8 ENSG00000266094|RASSF5,2,-,-,,0.5602569704354428
cluster_39_UP - gender/F,6,ENSG00000124191|TOX2 ENSG00000182648|RNF32-DT ENSG00000196549|MME ENSG00000211663|IGLV3-19 ENSG00000211964|IGHV3-48 ENSG00000279942|ENSG00000279942,2,-,-,,0.49929298268798744
cluster_39_UP - gender/M,6,ENSG00000124191|TOX2 ENSG00000182648|RNF32-DT ENSG00000196549|MME ENSG00000211663|IGLV3-19 ENSG00000211964|IGHV3-48 ENSG00000279942|ENSG00000279942,2,-,-,,0.8065349544072948
cluster_40_DOWN - gender/F,2,ENSG00000107679|PLEKHA1 ENSG00000165322|ARHGAP12,2,-,-,,0.3783595127607992
cluster_40_DOWN - gender/M,2,ENSG00000107679|PLEKHA1 ENSG00000165322|ARHGAP12,2,-,-,,0.8152677911219324
cluster_41_DOWN - gender/F,8,ENSG00000101096|NFATC2 ENSG00000127334|DYRK2 ENSG00000166685|COG1 ENSG00000167984|NLRC3 ENSG00000185920|PTCH1 ENSG00000186174|BCL9L ENSG00000188827|SLX4 ENSG00000235437|LINC01278,2,-,-,,0.6098998551660237
cluster_41_DOWN - gender/M,8,ENSG00000101096|NFATC2 ENSG00000127334|DYRK2 ENSG00000166685|COG1 ENSG00000167984|NLRC3 ENSG00000185920|PTCH1 ENSG00000186174|BCL9L ENSG00000188827|SLX4 ENSG00000235437|LINC01278,2,-,-,,0.6216404872392007
cluster_42_DOWN - gender/F,2,ENSG00000002933|TMEM176A ENSG00000106565|TMEM176B,2,-,-,,0.7352450029342656
cluster_42_DOWN - gender/M,2,ENSG00000002933|TMEM176A ENSG00000106565|TMEM176B,2,-,-,,0.4875908153203865
cluster_43_DOWN - gender/F,7,ENSG00000114841|DNAH1 ENSG00000130816|DNMT1 ENSG00000143442|POGZ ENSG00000196313|POM121 ENSG00000215908|CROCCP2 ENSG00000272333|KMT2B ENSG00000272916|ENSG00000272916,2,-,-,,0.8173978091381547
cluster_43_DOWN - gender/M,7,ENSG00000114841|DNAH1 ENSG00000130816|DNMT1 ENSG00000143442|POGZ ENSG00000196313|POM121 ENSG00000215908|CROCCP2 ENSG00000272333|KMT2B ENSG00000272916|ENSG00000272916,2,-,-,,0.37015544171620945
cluster_44_UP - gender/F,5,ENSG00000011422|PLAUR ENSG00000081041|CXCL2 ENSG00000132823|OSER1 ENSG00000277632|CCL3 ENSG00000289872|ENSG00000289872,2,-,-,,0.4477196285224189
cluster_44_UP - gender/M,5,ENSG00000011422|PLAUR ENSG00000081041|CXCL2 ENSG00000132823|OSER1 ENSG00000277632|CCL3 ENSG00000289872|ENSG00000289872,2,-,-,,0.7740166708921612
cluster_45_UP - gender/F,11,ENSG00000061938|TNK2 ENSG00000070010|UFD1 ENSG00000072518|MARK2 ENSG00000099331|MYO9B ENSG00000100941|PNN ENSG00000103168|TAF1C ENSG00000141279|NPEPPS ENSG00000144711|IQSEC1 ENSG00000167615|LENG8 ENSG00000181523|SGSH ENSG00000196476|C20orf96,2,-,-,,0.6485866291685676
cluster_45_UP - gender/M,11,ENSG00000061938|TNK2 ENSG00000070010|UFD1 ENSG00000072518|MARK2 ENSG00000099331|MYO9B ENSG00000100941|PNN ENSG00000103168|TAF1C ENSG00000141279|NPEPPS ENSG00000144711|IQSEC1 ENSG00000167615|LENG8 ENSG00000181523|SGSH ENSG00000196476|C20orf96,2,-,-,,0.5879320902069842
cluster_46_UP - gender/F,28,ENSG00000001497|LAS1L ENSG00000083168|KAT6A ENSG00000087460|GNAS ENSG00000103044|HAS3 ENSG00000108352|RAPGEFL1 ENSG00000110025|SNX15 ENSG00000112659|CUL9 ENSG00000119737|GPR75 ENSG00000124177|CHD6 ENSG00000124198|ARFGEF2 ENSG00000130338|TULP4 ENSG00000139133|ALG10 ENSG00000158079|PTPDC1 ENSG00000162402|USP24 ENSG00000164142|FHIP1A ENSG00000164828|SUN1 ENSG00000167258|CDK12 ENSG00000175164|ABO ENSG00000175662|TOM1L2 ENSG00000177173|NAP1L4P1 ENSG00000178607|ERN1 ENSG00000197774|EME2 ENSG00000213079|SCAF8 ENSG00000227372|TP73-AS1 ENSG00000230225|MTND5P14 ENSG00000257800|FNBP1P1 ENSG00000259366|ENSG00000259366 ENSG00000290870|ENSG00000290870,2,-,-,,0.4754570757049258
cluster_46_UP - gender/M,28,ENSG00000001497|LAS1L ENSG00000083168|KAT6A ENSG00000087460|GNAS ENSG00000103044|HAS3 ENSG00000108352|RAPGEFL1 ENSG00000110025|SNX15 ENSG00000112659|CUL9 ENSG00000119737|GPR75 ENSG00000124177|CHD6 ENSG00000124198|ARFGEF2 ENSG00000130338|TULP4 ENSG00000139133|ALG10 ENSG00000158079|PTPDC1 ENSG00000162402|USP24 ENSG00000164142|FHIP1A ENSG00000164828|SUN1 ENSG00000167258|CDK12 ENSG00000175164|ABO ENSG00000175662|TOM1L2 ENSG00000177173|NAP1L4P1 ENSG00000178607|ERN1 ENSG00000197774|EME2 ENSG00000213079|SCAF8 ENSG00000227372|TP73-AS1 ENSG00000230225|MTND5P14 ENSG00000257800|FNBP1P1 ENSG00000259366|ENSG00000259366 ENSG00000290870|ENSG00000290870,2,-,-,,0.7403152863931329
cluster_47_DOWN - gender/F,2,ENSG00000104983|CCDC61 ENSG00000110074|FOXRED1,2,-,-,,0.7164075971396509
cluster_47_DOWN - gender/M,2,ENSG00000104983|CCDC61 ENSG00000110074|FOXRED1,2,-,-,,0.4999999999999999
cluster_48_UP - gender/F,4,ENSG00000105926|PALS2 ENSG00000114439|BBX ENSG00000135336|ORC3 ENSG00000242265|PEG10,2,-,-,,0.40478065725855344
cluster_48_UP - gender/M,4,ENSG00000105926|PALS2 ENSG00000114439|BBX ENSG00000135336|ORC3 ENSG00000242265|PEG10,2,-,-,,0.7921502561385287
cluster_49_UP - gender/F,9,ENSG00000065534|MYLK ENSG00000134548|SPX ENSG00000152078|TLCD4 ENSG00000152952|PLOD2 ENSG00000163430|FSTL1 ENSG00000165914|TTC7B ENSG00000169756|LIMS1 ENSG00000196611|MMP1 ENSG00000197415|VEPH1,2,-,-,,0.7451514881435497
cluster_49_UP - gender/M,9,ENSG00000065534|MYLK ENSG00000134548|SPX ENSG00000152078|TLCD4 ENSG00000152952|PLOD2 ENSG00000163430|FSTL1 ENSG00000165914|TTC7B ENSG00000169756|LIMS1 ENSG00000196611|MMP1 ENSG00000197415|VEPH1,2,-,-,,0.5490381765041317
cluster_50_UP - gender/F,31,ENSG00000010278|CD9 ENSG00000034713|GABARAPL2 ENSG00000100784|RPS6KA5 ENSG00000105518|TMEM205 ENSG00000114942|EEF1B2 ENSG00000117450|PRDX1 ENSG00000124780|KCNK17 ENSG00000125356|NDUFA1 ENSG00000126246|IGFLR1 ENSG00000128040|SPINK2 ENSG00000137312|FLOT1 ENSG00000146386|ABRACL ENSG00000147684|NDUFB9 ENSG00000162385|MAGOH ENSG00000163634|THOC7 ENSG00000164919|COX6C ENSG00000168653|NDUFS5 ENSG00000169230|PRELID1 ENSG00000170153|RNF150 ENSG00000171657|GPR82 ENSG00000172809|RPL38 ENSG00000173660|UQCRH ENSG00000174720|LARP7 ENSG00000175061|SNHG29 ENSG00000175193|PARL ENSG00000188612|SUMO2 ENSG00000196465|MYL6B ENSG00000215126|ZNG1F ENSG00000228506|PNISR-AS1 ENSG00000249138|SLED1 ENSG00000288792|ENSG00000288792,2,-,-,,0.7451514881435497
cluster_50_UP - gender/M,31,ENSG00000010278|CD9 ENSG00000034713|GABARAPL2 ENSG00000100784|RPS6KA5 ENSG00000105518|TMEM205 ENSG00000114942|EEF1B2 ENSG00000117450|PRDX1 ENSG00000124780|KCNK17 ENSG00000125356|NDUFA1 ENSG00000126246|IGFLR1 ENSG00000128040|SPINK2 ENSG00000137312|FLOT1 ENSG00000146386|ABRACL ENSG00000147684|NDUFB9 ENSG00000162385|MAGOH ENSG00000163634|THOC7 ENSG00000164919|COX6C ENSG00000168653|NDUFS5 ENSG00000169230|PRELID1 ENSG00000170153|RNF150 ENSG00000171657|GPR82 ENSG00000172809|RPL38 ENSG00000173660|UQCRH ENSG00000174720|LARP7 ENSG00000175061|SNHG29 ENSG00000175193|PARL ENSG00000188612|SUMO2 ENSG00000196465|MYL6B ENSG00000215126|ZNG1F ENSG00000228506|PNISR-AS1 ENSG00000249138|SLED1 ENSG00000288792|ENSG00000288792,2,-,-,,0.5490381765041317
cluster_51_UP - gender/F,3,ENSG00000041802|LSG1 ENSG00000262714|ENSG00000262714 ENSG00000272498|ENSG00000272498,2,-,-,,0.31467784887367095
cluster_51_UP - gender/M,3,ENSG00000041802|LSG1 ENSG00000262714|ENSG00000262714 ENSG00000272498|ENSG00000272498,2,-,-,,0.8627111906579931
cluster_52_DOWN - gender/F,3,ENSG00000110448|CD5 ENSG00000170004|CHD3 ENSG00000173757|STAT5B,2,-,-,,0.43974302956455746
cluster_52_DOWN - gender/M,3,ENSG00000110448|CD5 ENSG00000170004|CHD3 ENSG00000173757|STAT5B,2,-,-,,0.7665055868960698
cluster_53_UP - gender/F,31,ENSG00000048828|FAM120A ENSG00000071246|VASH1 ENSG00000076108|BAZ2A ENSG00000099942|CRKL ENSG00000102572|STK24 ENSG00000108424|KPNB1 ENSG00000111877|MCM9 ENSG00000117713|ARID1A ENSG00000121892|PDS5A ENSG00000124942|AHNAK ENSG00000132972|RNF17 ENSG00000134250|NOTCH2 ENSG00000138674|SEC31A ENSG00000152818|UTRN ENSG00000159140|SON ENSG00000159592|GPBP1L1 ENSG00000165102|HGSNAT ENSG00000165671|NSD1 ENSG00000166326|TRIM44 ENSG00000166889|PATL1 ENSG00000168769|TET2 ENSG00000172534|HCFC1 ENSG00000176087|SLC35A4 ENSG00000178209|PLEC ENSG00000180357|ZNF609 ENSG00000197555|SIPA1L1 ENSG00000211642|IGLV10-54 ENSG00000215912|TTC34 ENSG00000242689|CNTF ENSG00000260032|NORAD ENSG00000283930|PLD5P1,2,-,-,,0.8173978091381547
cluster_53_UP - gender/M,31,ENSG00000048828|FAM120A ENSG00000071246|VASH1 ENSG00000076108|BAZ2A ENSG00000099942|CRKL ENSG00000102572|STK24 ENSG00000108424|KPNB1 ENSG00000111877|MCM9 ENSG00000117713|ARID1A ENSG00000121892|PDS5A ENSG00000124942|AHNAK ENSG00000132972|RNF17 ENSG00000134250|NOTCH2 ENSG00000138674|SEC31A ENSG00000152818|UTRN ENSG00000159140|SON ENSG00000159592|GPBP1L1 ENSG00000165102|HGSNAT ENSG00000165671|NSD1 ENSG00000166326|TRIM44 ENSG00000166889|PATL1 ENSG00000168769|TET2 ENSG00000172534|HCFC1 ENSG00000176087|SLC35A4 ENSG00000178209|PLEC ENSG00000180357|ZNF609 ENSG00000197555|SIPA1L1 ENSG00000211642|IGLV10-54 ENSG00000215912|TTC34 ENSG00000242689|CNTF ENSG00000260032|NORAD ENSG00000283930|PLD5P1,2,-,-,,0.37015544171620945
cluster_54_UP - gender/F,48,ENSG00000050767|COL23A1 ENSG00000051128|HOMER3 ENSG00000058866|DGKG ENSG00000064989|CALCRL ENSG00000065911|MTHFD2 ENSG00000101188|NTSR1 ENSG00000103174|NAGPA ENSG00000103569|AQP9 ENSG00000103966|EHD4 ENSG00000108861|DUSP3 ENSG00000111846|GCNT2 ENSG00000112053|SLC26A8 ENSG00000112299|VNN1 ENSG00000117009|KMO ENSG00000117115|PADI2 ENSG00000123342|MMP19 ENSG00000136689|IL1RN ENSG00000137474|MYO7A ENSG00000137834|SMAD6 ENSG00000138411|HECW2 ENSG00000138413|IDH1 ENSG00000140157|NIPA2 ENSG00000145545|SRD5A1 ENSG00000145685|LHFPL2 ENSG00000146733|PSPH ENSG00000154736|ADAMTS5 ENSG00000156414|TDRD9 ENSG00000156735|BAG4 ENSG00000157637|SLC38A10 ENSG00000158488|CD1E ENSG00000158623|COPG2 ENSG00000159200|RCAN1 ENSG00000162433|AK4 ENSG00000163683|SMIM14 ENSG00000163823|CCR1 ENSG00000170439|METTL7B ENSG00000176170|SPHK1 ENSG00000185339|TCN2 ENSG00000186352|ANKRD37 ENSG00000188404|SELL ENSG00000196189|SEMA4A ENSG00000213639|PPP1CB ENSG00000225342|LRRK2-DT ENSG00000234336|JAZF1-AS1 ENSG00000259319|JDP2-AS1 ENSG00000266208|GJD3-AS1 ENSG00000284977|ENSG00000284977 ENSG00000287091|ENSG00000287091,2,-,-,,0.41206790979301583
cluster_54_UP - gender/M,48,ENSG00000050767|COL23A1 ENSG00000051128|HOMER3 ENSG00000058866|DGKG ENSG00000064989|CALCRL ENSG00000065911|MTHFD2 ENSG00000101188|NTSR1 ENSG00000103174|NAGPA ENSG00000103569|AQP9 ENSG00000103966|EHD4 ENSG00000108861|DUSP3 ENSG00000111846|GCNT2 ENSG00000112053|SLC26A8 ENSG00000112299|VNN1 ENSG00000117009|KMO ENSG00000117115|PADI2 ENSG00000123342|MMP19 ENSG00000136689|IL1RN ENSG00000137474|MYO7A ENSG00000137834|SMAD6 ENSG00000138411|HECW2 ENSG00000138413|IDH1 ENSG00000140157|NIPA2 ENSG00000145545|SRD5A1 ENSG00000145685|LHFPL2 ENSG00000146733|PSPH ENSG00000154736|ADAMTS5 ENSG00000156414|TDRD9 ENSG00000156735|BAG4 ENSG00000157637|SLC38A10 ENSG00000158488|CD1E ENSG00000158623|COPG2 ENSG00000159200|RCAN1 ENSG00000162433|AK4 ENSG00000163683|SMIM14 ENSG00000163823|CCR1 ENSG00000170439|METTL7B ENSG00000176170|SPHK1 ENSG00000185339|TCN2 ENSG00000186352|ANKRD37 ENSG00000188404|SELL ENSG00000196189|SEMA4A ENSG00000213639|PPP1CB ENSG00000225342|LRRK2-DT ENSG00000234336|JAZF1-AS1 ENSG00000259319|JDP2-AS1 ENSG00000266208|GJD3-AS1 ENSG00000284977|ENSG00000284977 ENSG00000287091|ENSG00000287091,2,-,-,,0.7948859696605922
cluster_55_UP - gender/F,5,ENSG00000183281|PLGLB1 ENSG00000183648|NDUFB1 ENSG00000184056|VPS33B ENSG00000260257|ENSG00000260257 ENSG00000268205|ENSG00000268205,2,-,-,,0.8173978091381547
cluster_55_UP - gender/M,5,ENSG00000183281|PLGLB1 ENSG00000183648|NDUFB1 ENSG00000184056|VPS33B ENSG00000260257|ENSG00000260257 ENSG00000268205|ENSG00000268205,2,-,-,,0.37015544171620945
cluster_56_UP - gender/F,3,ENSG00000110455|ACCS ENSG00000156886|ITGAD ENSG00000160305|DIP2A,2,-,-,,0.6891658212182946
cluster_56_UP - gender/M,3,ENSG00000110455|ACCS ENSG00000156886|ITGAD ENSG00000160305|DIP2A,2,-,-,,0.5522803714775812
cluster_57_UP - gender/F,3,ENSG00000153157|SYCP2L ENSG00000230606|APPAT ENSG00000253865|ENSG00000253865,2,-,-,,0.3783595127607992
cluster_57_UP - gender/M,3,ENSG00000153157|SYCP2L ENSG00000230606|APPAT ENSG00000253865|ENSG00000253865,2,-,-,,0.8152677911219324
cluster_58_DOWN - gender/F,22,ENSG00000086758|HUWE1 ENSG00000096070|BRPF3 ENSG00000099381|SETD1A ENSG00000100888|CHD8 ENSG00000102974|CTCF ENSG00000107960|STN1 ENSG00000108021|TASOR2 ENSG00000110367|DDX6 ENSG00000124203|ZNF831 ENSG00000127311|HELB ENSG00000137492|THAP12 ENSG00000160218|TRAPPC10 ENSG00000166341|DCHS1 ENSG00000169180|XPO6 ENSG00000173821|RNF213 ENSG00000175455|CCDC14 ENSG00000177932|ZNF354C ENSG00000184517|ZFP1 ENSG00000197102|DYNC1H1 ENSG00000198743|SLC5A3 ENSG00000211788|TRAV13-1 ENSG00000260007|ENSG00000260007,2,-,-,,0.8423317279390276
cluster_58_DOWN - gender/M,22,ENSG00000086758|HUWE1 ENSG00000096070|BRPF3 ENSG00000099381|SETD1A ENSG00000100888|CHD8 ENSG00000102974|CTCF ENSG00000107960|STN1 ENSG00000108021|TASOR2 ENSG00000110367|DDX6 ENSG00000124203|ZNF831 ENSG00000127311|HELB ENSG00000137492|THAP12 ENSG00000160218|TRAPPC10 ENSG00000166341|DCHS1 ENSG00000169180|XPO6 ENSG00000173821|RNF213 ENSG00000175455|CCDC14 ENSG00000177932|ZNF354C ENSG00000184517|ZFP1 ENSG00000197102|DYNC1H1 ENSG00000198743|SLC5A3 ENSG00000211788|TRAV13-1 ENSG00000260007|ENSG00000260007,2,-,-,,0.33549886275399
cluster_59_UP - gender/F,2,ENSG00000125900|SIRPD ENSG00000172123|SLFN12,2,-,-,,0.4477196285224189
cluster_59_UP - gender/M,2,ENSG00000125900|SIRPD ENSG00000172123|SLFN12,2,-,-,,0.7740166708921612
cluster_60_DOWN - gender/F,2,ENSG00000178163|ZNF518B ENSG00000240445|FOXO3B,2,-,-,,0.5360679328566085
cluster_60_DOWN - gender/M,2,ENSG00000178163|ZNF518B ENSG00000240445|FOXO3B,2,-,-,,0.6854793447151091
cluster_61_DOWN - gender/F,2,ENSG00000052841|TTC17 ENSG00000177606|JUN,2,-,-,,0.34599365844609054
cluster_61_DOWN - gender/M,2,ENSG00000052841|TTC17 ENSG00000177606|JUN,2,-,-,,0.8352551257162789
cluster_62_UP - gender/F,6,ENSG00000171316|CHD7 ENSG00000244641|RPS26P43 ENSG00000279430|ENSG00000279430 ENSG00000288839|ENSG00000288839 ENSG00000289601|ENSG00000289601 ENSG00000291001|ENSG00000291001,2,-,-,,0.7451514881435497
cluster_62_UP - gender/M,6,ENSG00000171316|CHD7 ENSG00000244641|RPS26P43 ENSG00000279430|ENSG00000279430 ENSG00000288839|ENSG00000288839 ENSG00000289601|ENSG00000289601 ENSG00000291001|ENSG00000291001,2,-,-,,0.5490381765041317
cluster_63_DOWN - gender/F,4,ENSG00000119401|TRIM32 ENSG00000155961|RAB39B ENSG00000186462|NAP1L2 ENSG00000248049|UBA6-DT,2,-,-,,0.5360679328566085
cluster_63_DOWN - gender/M,4,ENSG00000119401|TRIM32 ENSG00000155961|RAB39B ENSG00000186462|NAP1L2 ENSG00000248049|UBA6-DT,2,-,-,,0.6854793447151091
cluster_64_UP - gender/F,11,ENSG00000011590|ZBTB32 ENSG00000105974|CAV1 ENSG00000211651|IGLV1-44 ENSG00000211659|IGLV3-25 ENSG00000211933|IGHV6-1 ENSG00000211935|IGHV1-3 ENSG00000211945|IGHV1-18 ENSG00000211950|IGHV1-24 ENSG00000222037|IGLC6 ENSG00000232216|IGHV3-43 ENSG00000290027|ENSG00000290027,2,-,-,,0.49929298268798744
cluster_64_UP - gender/M,11,ENSG00000011590|ZBTB32 ENSG00000105974|CAV1 ENSG00000211651|IGLV1-44 ENSG00000211659|IGLV3-25 ENSG00000211933|IGHV6-1 ENSG00000211935|IGHV1-3 ENSG00000211945|IGHV1-18 ENSG00000211950|IGHV1-24 ENSG00000222037|IGLC6 ENSG00000232216|IGHV3-43 ENSG00000290027|ENSG00000290027,2,-,-,,0.8065349544072948
cluster_65_UP - gender/F,2,ENSG00000164574|GALNT10 ENSG00000196810|CTBP1-DT,2,-,-,,0.4999999999999999
cluster_65_UP - gender/M,2,ENSG00000164574|GALNT10 ENSG00000196810|CTBP1-DT,2,-,-,,0.7164075971396509
cluster_66_UP - gender/F,2,ENSG00000151849|CENPJ ENSG00000168283|BMI1,2,-,-,,0.8423317279390276
cluster_66_UP - gender/M,2,ENSG00000151849|CENPJ ENSG00000168283|BMI1,2,-,-,,0.33549886275399
cluster_67_UP - gender/F,4,ENSG00000109819|PPARGC1A ENSG00000160111|CPAMD8 ENSG00000163697|APBB2 ENSG00000264204|AGAP7P,2,-,-,,0.4509618234958683
cluster_67_UP - gender/M,4,ENSG00000109819|PPARGC1A ENSG00000160111|CPAMD8 ENSG00000163697|APBB2 ENSG00000264204|AGAP7P,2,-,-,,0.8138088746870451
cluster_68_UP - gender/F,8,ENSG00000031691|CENPQ ENSG00000034533|ASTE1 ENSG00000116133|DHCR24 ENSG00000162623|TYW3 ENSG00000196455|PIK3R4 ENSG00000204611|ZNF616 ENSG00000249673|NOP14-AS1 ENSG00000276405|TRBV13,2,-,-,,0.5360679328566085
cluster_68_UP - gender/M,8,ENSG00000031691|CENPQ ENSG00000034533|ASTE1 ENSG00000116133|DHCR24 ENSG00000162623|TYW3 ENSG00000196455|PIK3R4 ENSG00000204611|ZNF616 ENSG00000249673|NOP14-AS1 ENSG00000276405|TRBV13,2,-,-,,0.6854793447151091
cluster_69_UP - gender/F,9,ENSG00000036448|MYOM2 ENSG00000092295|TGM1 ENSG00000125787|GNRH2 ENSG00000214193|SH3D21 ENSG00000224097|ENSG00000224097 ENSG00000230778|ANKRD63 ENSG00000263874|LINC00672 ENSG00000278942|ENSG00000278942 ENSG00000279453|ENSG00000279453,2,-,-,,0.7322812127711296
cluster_69_UP - gender/M,9,ENSG00000036448|MYOM2 ENSG00000092295|TGM1 ENSG00000125787|GNRH2 ENSG00000214193|SH3D21 ENSG00000224097|ENSG00000224097 ENSG00000230778|ANKRD63 ENSG00000263874|LINC00672 ENSG00000278942|ENSG00000278942 ENSG00000279453|ENSG00000279453,2,-,-,,0.513846079579054
